platfID,time,latitude,longitude,VAVH,valueQC,N_cross,mooring_ref,distance
Sentinel-6A,2024-01-18 05:56:03,57.229504,1.990817,3.252,1,2,6200146,7.347173467697405
Sentinel-6A,2024-01-28 03:54:35,57.25153,2.031579,2.5770001,1,4,6200146,7.056455159782217
Sentinel-6A,2024-02-16 23:51:37,57.232407,2.000797,2.375,1,8,6200146,6.9757227454974045
Sentinel-6A,2024-02-26 21:50:08,57.233875,2.007552,1.9030001,1,10,6200146,6.720826068289202
Sentinel-6A,2024-03-12 01:14:33,56.873486,1.540897,2.5600002,1,13,6200146,49.62228595683098
Sentinel-6A,2024-03-17 17:47:12,57.232407,1.989647,3.5300002,1,14,6200146,7.558499327524046
Sentinel-6A,2024-03-21 23:13:05,56.883053,1.524874,2.8030002,1,15,6200146,49.52239467592283
Sentinel-6A,2024-03-27 15:45:45,57.261765,2.040719,1.9460001,1,16,6200146,7.739407087760457
Sentinel-6A,2024-03-31 21:11:37,56.89107,1.512911,1.2140001,1,17,6200146,49.406829679028554
Sentinel-6A,2024-04-20 17:08:41,56.882763,1.525115,3.1050003,1,21,6200146,49.53520701115516
Sentinel-6A,2024-04-30 15:07:12,56.89458,1.499355,1.0200001,1,23,6200146,49.730823186356275
Sentinel-6A,2024-05-20 11:04:14,56.89622,1.49681,1.5550001,1,26,6200146,49.71872005491126
Sentinel-6A,2024-05-30 09:02:46,56.86898,1.550415,1.337,1,28,6200146,49.60355942418222
Sentinel-6A,2024-06-19 04:59:51,56.874176,1.530661,1.5170001,1,32,6200146,49.990628548066645
Sentinel-6A,2024-07-28 20:53:58,56.88092,1.520202,0.57500005,1,37,6200146,49.89044936955642
Sentinel-6A,2024-08-17 16:51:01,56.8711,1.541488,1.396,1,41,6200146,49.79319310758468
Sentinel-6A,2024-08-27 14:49:32,56.868366,1.548295,2.1990001,1,43,6200146,49.74041523945059
Sentinel-6A,2024-09-16 10:46:33,56.887207,1.52493,0.83000004,1,47,6200146,49.19098424580173
Sentinel-6A,2024-09-26 08:45:06,56.872227,1.553318,2.1590002,1,49,6200146,49.217063835564026
Sentinel-6A,2024-10-21 21:14:50,57.24269,2.010889,2.434,1,54,6200146,7.163196303679746
Sentinel-6A,2024-10-31 19:13:22,57.25411,2.034236,2.315,1,56,6200146,7.20212492830914
Sentinel-6A,2024-11-20 15:10:24,57.233753,1.993688,3.4940002,1,60,6200146,7.420010732778475
Sentinel-6A,2024-11-30 13:08:55,57.23438,1.998364,2.947,0,62,6200146,7.215215842980912
Sentinel-6A,2024-12-20 09:05:58,57.24315,2.025636,4.302,0,66,6200146,6.562205981203621
Sentinel-6A,2024-12-30 07:04:30,57.23682,2.011235,2.776,0,68,6200146,6.732171442463944
Sentinel-6A,2024-01-11 12:59:48,60.86772,0.694946,2.006,1,3,6300112,30.623405922458655
Sentinel-6A,2024-01-16 07:07:26,61.32201,0.670873,3.3190002,1,4,6300112,30.332496640163296
Sentinel-6A,2024-01-21 10:58:19,60.882553,0.657237,4.531,1,5,6300112,30.433835010773365
Sentinel-6A,2024-01-26 05:05:58,61.33996,0.724166,4.3650002,1,6,6300112,30.49616882925954
Sentinel-6A,2024-01-31 08:56:51,60.868004,0.707887,5.366,1,7,6300112,30.227137403848513
Sentinel-6A,2024-02-15 01:03:00,61.321,0.673153,2.2740002,1,10,6300112,30.17033483919569
Sentinel-6A,2024-02-20 04:53:53,60.879704,0.676605,2.5760002,1,11,6300112,30.06908892637565
Sentinel-6A,2024-02-24 23:01:31,61.320724,0.67624,3.071,1,12,6300112,30.049707334794046
Sentinel-6A,2024-03-11 00:50:56,60.88497,0.656902,1.644,1,15,6300112,30.231378725193657
Sentinel-6A,2024-03-15 18:58:35,61.32909,0.68413,3.555,1,16,6300112,30.577210541052704
Sentinel-6A,2024-03-20 22:49:28,60.893494,0.636688,2.3500001,1,17,6300112,30.181511064119118
Sentinel-6A,2024-03-25 16:57:07,61.324543,0.661365,2.0180001,1,18,6300112,30.858154650247766
Sentinel-6A,2024-03-30 20:48:01,60.8714,0.707064,2.141,1,19,6300112,29.928483784021775
Sentinel-6A,2024-04-14 12:54:11,61.32055,0.653745,2.7040002,1,22,6300112,30.74505925241887
Sentinel-6A,2024-04-19 16:45:05,60.865753,0.718699,5.802,1,23,6300112,30.14361280840131
Sentinel-6A,2024-04-24 10:52:43,61.32976,0.689998,1.9490001,1,24,6300112,30.466902369079847
Sentinel-6A,2024-05-14 06:49:45,61.320183,0.661367,2.654,1,28,6300112,30.467896672108147
Sentinel-6A,2024-05-24 04:48:16,61.324585,0.674487,1.9310001,1,30,6300112,30.45439432616937
Sentinel-6A,2024-06-13 00:45:21,61.335648,0.715283,1.2110001,1,34,6300112,30.314374672357243
Sentinel-6A,2024-11-13 22:14:09,60.873493,0.684549,3.0070002,1,65,6300112,30.39342718494001
Sentinel-6A,2024-11-23 20:12:40,60.877792,0.674233,3.114,1,67,6300112,30.316780038682428
Sentinel-6A,2024-12-13 16:09:42,60.868416,0.703298,3.019,0,71,6300112,30.317904547613296
Sentinel-6A,2024-12-23 14:08:14,60.879738,0.66668,3.476,0,73,6300112,30.379566787866832
Sentinel-6A,2024-01-12 13:24:02,55.49797,3.991163,2.482,1,3,A122,14.129716055898253
Sentinel-6A,2024-01-14 06:21:15,55.252098,4.104561,2.9910002,1,4,A122,25.904957753575165
Sentinel-6A,2024-02-21 05:18:07,55.51067,3.981796,2.051,1,11,A122,14.632225550841808
Sentinel-6A,2024-02-22 22:15:20,55.245712,4.100772,2.914,1,12,A122,26.251908062698792
Sentinel-6A,2024-03-12 01:15:10,55.5219,3.959296,2.1290002,1,15,A122,14.62584997351461
Sentinel-6A,2024-03-13 18:12:24,55.26597,4.123031,1.774,1,16,A122,25.69549675018514
Sentinel-6A,2024-03-21 23:13:43,55.494495,4.00732,1.9580001,1,17,A122,14.70878092645962
Sentinel-6A,2024-03-23 16:10:56,55.258427,4.104957,3.3200002,1,18,A122,25.425498030965954
Sentinel-6A,2024-03-31 21:12:15,55.50276,3.99638,0.98200005,1,19,A122,14.721457982056956
Sentinel-6A,2024-04-12 12:08:00,55.2506,4.093817,1.536,1,22,A122,25.55381746725416
Sentinel-6A,2024-04-20 17:09:19,55.494194,4.007642,3.4120002,1,23,A122,14.706078840403586
Sentinel-6A,2024-04-22 10:06:32,55.26072,4.114013,0.86700004,1,24,A122,25.6639521261141
Sentinel-6A,2024-04-30 15:07:50,55.50657,3.983663,0.79,1,25,A122,14.400866160370171
Sentinel-6A,2024-05-20 11:04:52,55.508327,3.981403,1.2830001,1,28,A122,14.432357795966832
Sentinel-6A,2024-05-22 04:02:05,55.249767,4.098666,1.6200001,1,29,A122,25.83202619358214
Sentinel-6A,2024-05-30 09:03:23,55.51725,3.968334,1.21,1,30,A122,14.587296465150649
Sentinel-6A,2024-11-24 20:36:54,55.507904,3.979295,4.288,0,63,A122,14.304355285522627
Sentinel-6A,2024-11-26 13:34:07,55.249065,4.09601,2.848,0,64,A122,25.773412293251766
Sentinel-6A,2024-12-14 16:33:56,55.502422,3.990456,2.24,0,67,A122,14.412061396934494
Sentinel-6A,2024-12-16 09:31:09,55.240696,4.096386,3.617,0,68,A122,26.476445851289572
Sentinel-6A,2024-12-24 14:32:28,55.51594,3.964982,1.297,0,69,A122,14.339172038841637
Sentinel-6A,2024-12-26 07:29:42,55.266567,4.134791,0.9110001,0,70,A122,26.21728635477349
Sentinel-6A,2024-01-12 13:24:09,55.236233,4.428259,2.6980002,1,2,F3platform,46.593236280041005
Sentinel-6A,2024-01-22 11:22:40,55.25415,4.402242,4.9300003,1,3,F3platform,49.09225072971111
Sentinel-6A,2024-02-11 07:19:43,55.247467,4.421172,2.8240001,1,5,F3platform,47.916764327396876
Sentinel-6A,2024-02-21 05:18:14,55.24901,4.419135,1.9530001,1,6,F3platform,48.12617384363989
Sentinel-6A,2024-03-12 01:15:17,55.26031,4.396876,1.9940001,1,8,F3platform,49.85677610415614
Sentinel-6A,2024-03-31 21:12:22,55.241005,4.43346,1.024,1,9,F3platform,46.94427285252576
Sentinel-6A,2024-04-30 15:07:57,55.24486,4.420893,0.794,1,11,F3platform,47.65969030064669
Sentinel-6A,2024-05-20 11:04:59,55.24664,4.418683,1.3050001,1,12,F3platform,47.8977666159439
Sentinel-6A,2024-05-30 09:03:30,55.255634,4.405828,1.4120001,1,13,F3platform,49.14609041178775
Sentinel-6A,2024-08-17 16:51:45,55.257824,4.397325,0.98,1,17,F3platform,49.5944935797895
Sentinel-6A,2024-08-27 14:50:16,55.25491,4.403639,1.406,1,18,F3platform,49.13137366193958
Sentinel-6A,2024-09-16 10:47:18,55.23695,4.444998,1.1170001,1,20,F3platform,46.24055229405071
Sentinel-6A,2024-09-26 08:45:50,55.258724,4.408805,2.259,1,21,F3platform,49.380047345708185
Sentinel-6A,2024-10-16 04:42:55,55.25732,4.40138,3.0990002,1,23,F3platform,49.43473652618615
Sentinel-6A,2024-11-14 22:38:30,55.24198,4.421264,1.8750001,1,24,F3platform,47.3583063093668
Sentinel-6A,2024-11-24 20:37:01,55.24622,4.416568,4.826,0,25,F3platform,47.91076676860086
Sentinel-6A,2024-12-14 16:34:03,55.240723,4.427655,2.0740001,0,27,F3platform,47.06441026802814
Sentinel-6A,2024-12-24 14:32:35,55.254333,4.402493,1.325,0,28,F3platform,49.103938078153355
